(base) kacper@macbook-pro-kacper-3 NYPD_project_final % python main.py /Users/kacper/Desktop/NYPD_project_final/data /Users/kacper/Desktop/NYPD_project_final/results
Analysis complete. Results have been saved in: /Users/kacper/Desktop/NYPD_project_final/results
         3961048 function calls (3956168 primitive calls) in 2.906 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 nested.py:79(NestedFloat)
        1    0.000    0.000    0.000    0.000 nested.py:84(NestedInteger)
        1    0.000    0.000    0.000    0.000 nested.py:89(NestedString)
        1    0.000    0.000    0.000    0.000 nested.py:94(NestedBool)
       13    0.000    0.000    0.000    0.000 nested.py:97(from_tree)
       23    0.000    0.000    0.000    0.000 numbers.py:104(is_date_format)
       23    0.000    0.000    0.000    0.000 numbers.py:112(is_timedelta_format)
       16    0.000    0.000    0.000    0.000 numbers.py:144(builtin_format_code)
        1    0.000    0.000    0.000    0.000 numbers.py:158(NumberFormatDescriptor)
       56    0.000    0.000    0.000    0.000 numbers.py:160(__set__)
        1    0.000    0.000    0.000    0.000 numbers.py:166(NumberFormat)
        2    0.000    0.000    0.000    0.000 numbers.py:171(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:179(NumberFormatList)
        2    0.000    0.000    0.000    0.000 numbers.py:187(__init__)
        2    0.000    0.000    0.001    0.001 numbers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:56(<listcomp>)
        2    0.000    0.000    0.000    0.000 numeric.py:1335(normalize_axis_tuple)
        2    0.000    0.000    0.000    0.000 numeric.py:1385(<listcomp>)
        4    0.000    0.000    0.000    0.000 numeric.py:139(_ensure_array)
        1    0.000    0.000    0.000    0.000 numeric.py:1394(_moveaxis_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:1398(moveaxis)
        1    0.000    0.000    0.000    0.000 numeric.py:1460(<listcomp>)
       24    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        8    0.000    0.000    0.000    0.000 numeric.py:188(_validate_dtype)
        4    0.000    0.000    0.000    0.000 numeric.py:199(_ensure_dtype)
        1    0.000    0.000    0.000    0.000 numeric.py:235(astype)
        1    0.000    0.000    0.000    0.000 numeric.py:2381(_array_equal_dispatcher)
        1    0.000    0.000    0.000    0.000 numeric.py:2385(array_equal)
       70    0.000    0.000    0.001    0.000 numeric.py:289(full)
       17    0.000    0.000    0.000    0.000 numeric.py:331(_is_all_dates)
        1    0.000    0.000    0.000    0.000 numeric.py:338(_format_native_types)
        1    0.000    0.000    0.000    0.000 numeric.py:99(_can_hold_na)
       44    0.000    0.000    0.000    0.000 numerictypes.py:284(issubclass_)
       22    0.000    0.000    0.000    0.000 numerictypes.py:358(issubdtype)
       13    0.000    0.000    0.000    0.000 numpy_.py:128(__array__)
       13    0.000    0.000    0.000    0.000 numpy_.py:68(__init__)
        2    0.000    0.000    0.007    0.003 object_array.py:133(_str_startswith)
     7828    0.002    0.000    0.004    0.000 object_array.py:134(<lambda>)
        2    0.000    0.000    0.006    0.003 object_array.py:137(_str_endswith)
     7960    0.002    0.000    0.003    0.000 object_array.py:138(<lambda>)
        4    0.000    0.000    0.010    0.002 object_array.py:141(_str_replace)
      416    0.000    0.000    0.000    0.000 object_array.py:161(<lambda>)
     9094    0.003    0.000    0.005    0.000 object_array.py:163(<lambda>)
        2    0.000    0.000    0.004    0.002 object_array.py:286(_str_slice)
     8253    0.002    0.000    0.002    0.000 object_array.py:288(<lambda>)
       13    0.000    0.000    0.029    0.002 object_array.py:39(_str_map)
        3    0.000    0.000    0.003    0.001 object_array.py:420(_str_lower)
        2    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
       23    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
       23    0.000    0.000    0.000    0.000 os.py:754(encode)
        3    0.000    0.000    0.000    0.000 os.py:758(decode)
        2    0.000    0.000    0.000    0.000 page.py:116(from_tree)
        1    0.000    0.000    0.000    0.000 page.py:123(PrintOptions)
        1    0.000    0.000    0.001    0.001 page.py:13(PrintPageSetup)
        2    0.000    0.000    0.000    0.000 page.py:133(__init__)
        1    0.000    0.000    0.000    0.000 page.py:150(PageMargins)
        4    0.000    0.000    0.000    0.000 page.py:167(__init__)
        1    0.000    0.000    0.001    0.001 page.py:3(<module>)
        4    0.000    0.000    0.000    0.000 page.py:39(__init__)
        1    0.000    0.000    0.000    0.000 pagebreak.py:11(Break)
        1    0.000    0.000    0.000    0.000 pagebreak.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pagebreak.py:35(RowBreak)
       12    0.000    0.000    0.000    0.000 pagebreak.py:46(__init__)
        1    0.000    0.000    0.000    0.000 pagebreak.py:86(ColBreak)
       16    0.000    0.000    0.000    0.000 parse.py:103(_noop)
       16    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
        8    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
        5    0.000    0.000    0.000    0.000 parse.py:419(_checknetloc)
        8    0.000    0.000    0.000    0.000 parse.py:437(urlsplit)
        1    0.000    0.000    0.000    0.000 pathlib.py:1079(__new__)
        2    0.000    0.000    0.000    0.000 pathlib.py:1089(_init)
        1    0.000    0.000    0.000    0.000 pathlib.py:1227(stat)
        1    0.000    0.000    0.000    0.000 pathlib.py:1434(is_dir)
        1    0.000    0.000    0.000    0.000 pathlib.py:303(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:682(_parse_args)
        1    0.000    0.000    0.000    0.000 pathlib.py:702(_from_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:715(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:725(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:742(__str__)
        1    0.000    0.000    0.000    0.000 pathlib.py:752(__fspath__)
        1    0.000    0.000    0.000    0.000 pathlib.py:986(parent)
        1    0.000    0.000    0.000    0.000 picture.py:114(PictureFrame)
        1    0.000    0.000    0.000    0.000 picture.py:12(PictureOptions)
        1    0.000    0.000    0.000    0.000 picture.py:24(PictureLocking)
        2    0.000    0.000    0.001    0.000 picture.py:3(<module>)
        1    0.000    0.000    0.000    0.000 picture.py:72(NonVisualPictureProperties)
        1    0.000    0.000    0.000    0.000 picture.py:91(PictureNonVisual)
        1    0.000    0.000    0.000    0.000 pie_chart.py:114(CustomSplit)
        1    0.000    0.000    0.000    0.000 pie_chart.py:128(ProjectedPieChart)
        1    0.000    0.000    0.001    0.001 pie_chart.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pie_chart.py:31(_PieChartBase)
        1    0.000    0.000    0.000    0.000 pie_chart.py:54(PieChart)
        1    0.000    0.000    0.000    0.000 pie_chart.py:76(PieChart3D)
        1    0.000    0.000    0.000    0.000 pie_chart.py:89(DoughnutChart)
        1    0.000    0.000    0.000    0.000 pivot.py:18(PivotSource)
        1    0.000    0.000    0.000    0.000 pivot.py:37(PivotFormat)
        1    0.000    0.000    0.000    0.000 pivot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 plotarea.py:3(<module>)
        1    0.000    0.000    0.000    0.000 plotarea.py:41(DataTable)
        1    0.000    0.000    0.000    0.000 plotarea.py:74(PlotArea)
        6    0.000    0.000    0.000    0.000 posixpath.py:100(split)
        1    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        2    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
       21    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        8    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
       38    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       29    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 print_settings.py:14(PageMargins)
        1    0.000    0.000    0.000    0.000 print_settings.py:3(<module>)
        1    0.000    0.000    0.000    0.000 print_settings.py:40(PrintSettings)
        1    0.000    0.000    0.000    0.000 properties.py:10(Outline)
        2    0.000    0.000    0.000    0.000 properties.py:100(__init__)
        1    0.000    0.000    0.000    0.000 properties.py:106(NonVisualDrawingShapeProps)
        1    0.000    0.000    0.000    0.000 properties.py:12(ChartsheetProperties)
        1    0.000    0.000    0.000    0.000 properties.py:125(NonVisualDrawingProps)
        1    0.000    0.000    0.000    0.000 properties.py:130(FileVersion)
        1    0.000    0.000    0.000    0.000 properties.py:159(NonVisualGroupShape)
        1    0.000    0.000    0.000    0.000 properties.py:16(WorkbookProperties)
        1    0.000    0.000    0.000    0.000 properties.py:20(GroupShapeProperties)
        2    0.000    0.000    0.000    0.000 properties.py:20(__init__)
        4    0.000    0.000    0.001    0.000 properties.py:3(<module>)
        1    0.000    0.000    0.000    0.000 properties.py:32(PageSetupProperties)
        2    0.000    0.000    0.000    0.000 properties.py:39(__init__)
        2    0.000    0.000    0.000    0.000 properties.py:40(__init__)
        1    0.000    0.000    0.000    0.000 properties.py:42(GroupLocking)
        1    0.000    0.000    0.000    0.000 properties.py:44(WorksheetProperties)
        2    0.000    0.000    0.000    0.000 properties.py:64(__init__)
        1    0.000    0.000    0.000    0.000 properties.py:82(CalcProperties)
        1    0.000    0.000    0.000    0.000 properties.py:90(NonVisualGroupDrawingShapeProps)
        1    0.000    0.000    0.000    0.000 protection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protection.py:13(ChartsheetProtection)
        1    0.000    0.000    0.000    0.000 protection.py:136(FileSharing)
       55    0.000    0.000    0.001    0.000 protection.py:15(__init__)
        1    0.000    0.000    0.000    0.000 protection.py:16(_Protected)
        1    0.000    0.000    0.000    0.000 protection.py:24(WorkbookProtection)
        3    0.000    0.000    0.002    0.001 protection.py:3(<module>)
        1    0.000    0.000    0.001    0.001 protection.py:36(SheetProtection)
        1    0.000    0.000    0.000    0.000 protection.py:4(<module>)
        2    0.000    0.000    0.000    0.000 protection.py:55(__init__)
        1    0.000    0.000    0.000    0.000 protection.py:7(Protection)
        2    0.000    0.000    0.000    0.000 protection.py:75(__init__)
        1    0.000    0.000    0.000    0.000 proxy.py:3(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:8(StyleProxy)
        1    0.000    0.000    0.000    0.000 publish.py:13(WebPublishItem)
        1    0.000    0.000    0.000    0.000 publish.py:3(<module>)
        1    0.000    0.000    0.000    0.000 publish.py:45(WebPublishItems)
        3    0.000    0.000    0.002    0.001 python_parser.py:1037(_get_lines)
        3    0.000    0.000    0.002    0.001 python_parser.py:1119(_remove_skipped_rows)
        1    0.001    0.001    0.002    0.002 python_parser.py:1121(<listcomp>)
        3    0.000    0.000    0.000    0.000 python_parser.py:1279(count_empty_vals)
        4    0.000    0.000    0.000    0.000 python_parser.py:1280(<genexpr>)
        3    0.000    0.000    0.000    0.000 python_parser.py:1283(_validate_skipfooter_arg)
        3    0.000    0.000    0.035    0.012 python_parser.py:236(read)
        3    0.000    0.000    0.000    0.000 python_parser.py:280(_exclude_implicit_index)
        3    0.000    0.000    0.000    0.000 python_parser.py:294(<dictcomp>)
        3    0.000    0.000    0.024    0.008 python_parser.py:305(_convert_data)
        3    0.000    0.000    0.000    0.000 python_parser.py:340(_infer_columns)
        3    0.000    0.000    0.000    0.000 python_parser.py:409(<listcomp>)
        3    0.000    0.000    0.000    0.000 python_parser.py:457(<setcomp>)
        3    0.000    0.000    0.001    0.000 python_parser.py:53(__init__)
        3    0.000    0.000    0.000    0.000 python_parser.py:539(_handle_usecols)
        3    0.000    0.000    0.000    0.000 python_parser.py:589(_buffered_line)
        2    0.000    0.000    0.000    0.000 python_parser.py:598(_check_for_bom)
        9    0.000    0.000    0.000    0.000 python_parser.py:652(_is_line_empty)
       18    0.000    0.000    0.000    0.000 python_parser.py:665(<genexpr>)
        9    0.000    0.000    0.000    0.000 python_parser.py:667(_next_line)
     3929    0.000    0.000    0.000    0.000 python_parser.py:69(<lambda>)
       12    0.000    0.000    0.000    0.000 python_parser.py:792(_check_comments)
        3    0.000    0.000    0.000    0.000 python_parser.py:839(_check_thousands)
        3    0.000    0.000    0.000    0.000 python_parser.py:866(_check_decimal)
        3    0.000    0.000    0.000    0.000 python_parser.py:874(_clear_buffer)
        3    0.000    0.000    0.000    0.000 python_parser.py:879(_get_index_name)
        3    0.000    0.000    0.009    0.003 python_parser.py:950(_rows_to_cols)
    10791    0.003    0.000    0.003    0.000 python_parser.py:956(<genexpr>)
        1    0.000    0.000    0.000    0.000 radar_chart.py:22(RadarChart)
        1    0.000    0.000    0.000    0.000 radar_chart.py:3(<module>)
        4    0.000    0.000    0.000    0.000 range.py:112(__new__)
       24    0.000    0.000    0.000    0.000 range.py:167(_simple_new)
        2    0.000    0.000    0.000    0.000 range.py:183(_constructor)
        3    0.000    0.000    0.000    0.000 range.py:189(_data)
        3    0.000    0.000    0.000    0.000 range.py:241(start)
        3    0.000    0.000    0.000    0.000 range.py:264(stop)
        3    0.000    0.000    0.000    0.000 range.py:287(step)
        7    0.000    0.000    0.000    0.000 range.py:347(dtype)
       16    0.000    0.000    0.000    0.000 range.py:439(_view)
       16    0.000    0.000    0.000    0.000 range.py:522(equals)
      155    0.000    0.000    0.000    0.000 range.py:909(__len__)
        1    0.000    0.000    0.000    0.000 range.py:919(__getitem__)
        1    0.000    0.000    0.000    0.000 range.py:944(_getitem_slice)
        2    0.000    0.000    0.000    0.000 re.py:188(match)
       23    0.000    0.000    0.000    0.000 re.py:198(search)
      108    0.000    0.000    0.021    0.000 re.py:250(compile)
        3    0.000    0.000    0.000    0.000 re.py:270(escape)
      133    0.001    0.000    0.021    0.000 re.py:289(_compile)
        1    0.000    0.000    0.000    0.000 read_only.py:10(ReadOnlyCell)
   133225    0.016    0.000    0.016    0.000 read_only.py:108(value)
    56472    0.012    0.000    0.012    0.000 read_only.py:112(value)
